Research ID,Raw Skill,Skill Tag,Correlation Coefficient
70241308,data migration,ESCO.843,0.9031986585372366
70241308,data migration,ESCO.864,0.9078539602153891
70241308,data migration,ESCO.970,0.8704370983570306
70241308,data migration,ESCO.976,0.8778586457908356
70241308,data migration,ESCO.991,0.9406562341473267
70241308,data migration,ESCO.1019,0.8916406915685094
70241308,data migration,ESCO.1056,0.8756646955441545
70241308,data migration,ESCO.1125,0.8924678225680355
70241308,data migration,ESCO.1133,0.905515220625694
70241308,data migration,ESCO.1186,0.9031970081340841
70241308,data migration,ESCO.1211,0.9222860173269202
70241308,data migration,ESCO.1214,0.882804503705492
70241308,data migration,ESCO.1243,0.908976746015558
70241308,data migration,ESCO.1255,0.8619089436200259
70241308,data migration,ESCO.1267,0.9149294528443931
70241308,data migration,ESCO.1276,0.8914430381887319
70241308,unstructured data,ESCO.7,0.9110040715288692
70241308,unstructured data,ESCO.12,0.8849457452610581
70241308,unstructured data,ESCO.25,0.9003592256821166
70241308,unstructured data,ESCO.33,0.9451851099166856
70241308,unstructured data,ESCO.44,0.9143274988270655
70241308,unstructured data,ESCO.70,0.9236599398754681
70241308,unstructured data,ESCO.154,0.8519512733467673
70241308,unstructured data,ESCO.192,0.9177224992679812
70241308,unstructured data,ESCO.223,0.9257523810478226
70241308,unstructured data,ESCO.224,0.9309456228314389
70241308,unstructured data,ESCO.229,0.9308684298657742
70241308,unstructured data,ESCO.299,0.9424652130993786
70241308,unstructured data,ESCO.315,0.8864564573378586
70241308,unstructured data,ESCO.341,0.8884683264458019
70241308,unstructured data,ESCO.350,0.8613417346003166
70241308,unstructured data,ESCO.354,0.955927067692539
70241308,unstructured data,ESCO.373,0.872960922017253
70241308,unstructured data,ESCO.394,0.879947572439521
70241308,unstructured data,ESCO.409,0.9344027465956222
70241308,unstructured data,ESCO.433,0.9371462532382306
70241308,unstructured data,ESCO.484,0.8532615628724793
70241308,unstructured data,ESCO.508,0.9468624068204299
70241308,unstructured data,ESCO.535,0.916960679253739
70241308,unstructured data,ESCO.566,0.8896709558885544
70241308,unstructured data,ESCO.611,0.8769144185653287
70241308,unstructured data,ESCO.646,0.8514702688212256
70241308,unstructured data,ESCO.686,0.8707620573986076
70241308,unstructured data,ESCO.724,0.8520010895504678
70241308,unstructured data,ESCO.757,0.9592061805754627
70241308,unstructured data,ESCO.766,0.9150595886296061
70241308,unstructured data,ESCO.793,0.9046340210796049
70241308,unstructured data,ESCO.795,0.9278081660847234
70241308,unstructured data,ESCO.815,0.8965224564376217
70241308,unstructured data,ESCO.816,0.9379885266362444
70241308,unstructured data,ESCO.831,0.9322345254717267
70241308,unstructured data,ESCO.841,0.9362723511025837
70241308,unstructured data,ESCO.843,0.9127907087394302
70241308,unstructured data,ESCO.864,0.9097793764225429
70241308,unstructured data,ESCO.963,0.8774245510140378
70241308,unstructured data,ESCO.970,0.8556353320163835
70241308,unstructured data,ESCO.976,0.8921816385599293
70241308,unstructured data,ESCO.991,1.0
70241308,unstructured data,ESCO.1006,0.8741951644196398
70241308,unstructured data,ESCO.1019,0.9074117538962694
70241308,unstructured data,ESCO.1053,0.8524404818502923
70241308,unstructured data,ESCO.1056,0.8720689081223105
70241308,unstructured data,ESCO.1086,0.8583356474825405
70241308,unstructured data,ESCO.1125,0.9182021120146963
70241308,unstructured data,ESCO.1133,0.9166459659778089
70241308,unstructured data,ESCO.1186,0.9236268811426455
70241308,unstructured data,ESCO.1211,0.9356296202494626
70241308,unstructured data,ESCO.1214,0.8963734906922536
70241308,unstructured data,ESCO.1243,0.9004739117376456
70241308,unstructured data,ESCO.1255,0.9006174977208865
70241308,unstructured data,ESCO.1267,0.9247487322307243
70241308,unstructured data,ESCO.1276,0.9377305964019954
70241308,systems logic,ESCO.89,0.8542456679920378
70241308,systems logic,ESCO.172,0.8692914654659718
70241308,systems logic,ESCO.502,0.8908400844671259
70241308,systems logic,ESCO.834,0.8520921510276791
70241308,systems logic,ESCO.863,0.8511344243120236
70241308,systems logic,ESCO.916,0.8776124419603257
70241308,systems logic,ESCO.1025,0.9044700113842161
70241308,systems logic,ESCO.1079,0.88429344388752
70241308,systems logic,ESCO.1184,0.8602403813504191
